entrez	length
55789	103254
55635	22930
120863	64425
9681	154065
64798	177263
91614	17704
51071	126049
79139	29259
51009	14971
91319	4850
1674	8357
55070	44784
28955	13577
1676	16007
1677	28162
1687	63880
25861	103422
494513	16957
8694	12268
347516	28221
84649	32803
26222	926
25786	2213
8220	14447
9993	86172
26220	60744
85359	5822
8214	5768
54487	31645
25787	2414
1606	22932
1607	829809
8527	117604
8526	35436
1608	215033
160851	216548
9162	465827
139189	105442
1609	14682
8525	47649
1716	32134
1718	37568
1717	13982
79947	39024
27294	12179
112817	28457
200895	5467
1719	28757
50846	8145
1723	18915
1725	9417
79154	8958
79758	36170
147015	5298
115817	9182
10202	15524
9249	50300
728635	44293
317749	36534
10901	15544
25979	68662
201140	20154
51635	25745
10170	29090
207063	281470
55526	54267
1665	57079
8449	19934
54505	51639
22907	47287
55760	44955
56919	28138
9704	33389
60625	77379
170506	51951
57647	42307
9785	19247
653645	56689
79665	42782
90957	78205
79132	11317
1659	60934
1660	48635
56616	19794
1729	104039
1730	920334
81624	498402
23405	72035
11083	60214
27292	16651
1733	16899
1734	33531
64150	8201
1735	2101
23181	112335
57609	243672
22982	415509
148252	6805
54769	32992
9077	5745
116093	56385
84925	97099
729582	472574
129563	382767
115752	40589
22894	29731
27185	414482
27184	3891
84976	191481
85455	24262
85458	95509
1736	14947
26077	1908
26070	3635
26082	18504
222161	2759
401232	3204
93429	4596
222029	1061
266695	14888
374383	25541
91056	7078
374387	926
22943	3376
27123	114511
27122	46848
27121	18128
27120	14612
1737	38996
10395	521259
1738	30091
9940	85430
10301	446474
79469	1656
8847	142992
220107	132919
1739	256761
1740	2173526
1741	60655
1742	32870
9231	135968
9229	959409
9228	970848
58512	67530
22839	222296
9787	43455
8788	11332
65989	6280
28514	8878
10683	9522
54567	9733
1743	21830
1745	4167
1746	3462
1747	5219
1748	5989
1749	4435
285987	45550
1750	5487
55929	7202
1755	83059
127343	26380
11144	61132
1756	2220241
29958	72110
93099	16458
1758	14077
1760	12781
1761	127443
10655	54317
58524	15077
63951	8916
63950	5893
63948	8089
728656	71741
63947	71906
63946	7590
9988	43971
1762	9898
1657	178430
23312	175045
1763	58457
196385	173725
8701	358800
201625	251504
127602	470870
8632	153739
25981	87487
146754	115967
55567	226426
1767	321501
1768	360017
56171	331233
1769	315487
1770	371698
27019	62237
64446	40655
3301	14704
10294	18312
9093	30970
55466	18051
51726	15073
54788	22084
374407	19666
79982	50465
3337	15833
3300	7529
414061	1248
11080	38806
25822	9155
10049	80435
150353	2564
165721	4814
4189	4976
54431	78207
55735	67665
56521	41523
23317	121530
85406	8676
29103	90627
23341	45293
55192	42316
202052	29322
131118	6065
64215	247215
134218	29424
79962	6802
120526	62995
552891	38892
548645	23017
51277	28458
54943	3668
27000	32584
84277	2535
5611	117849
3338	4000
85479	86267
285126	6072
80331	40900
9829	151177
7266	44950
22826	32751
23234	5301
83544	58746
10126	15635
7802	9917
1774	10865
1775	2267
1776	18746
1773	53735
58511	17363
1777	6240
373863	2782
92737	356926
144132	74740
728489	4261
10059	66450
100128285	12407
1759	51865
1785	113857
26052	576971
23268	134377
1786	61607
1788	114716
1789	46971
29947	15558
23549	27964
116092	19465
30836	12922
1791	34130
8448	17766
8447	38861
55619	277599
139818	190496
1793	547089
1794	446135
1795	709271
9732	480289
80005	231022
57572	63229
85440	233660
81704	253964
23348	293265
83475	9850
1796	8531
9046	4844
79930	9363
55715	15217
55816	175578
220164	448199
285489	38176
22845	2073
57171	9450
1797	2479
29980	11133
23033	103685
9980	137493
84444	68645
1798	5379
25911	21341
135656	13248
1800	28232
64174	13254
64180	4836
8193	18708
5977	20422
8110	274820
1801	14855
1802	3372
100132911	1625
285381	7882
51611	50588
8813	23709
8818	2755
54344	682
57628	1403139
10072	29223
1803	81974
1804	1146152
29952	7440
54878	75222
91039	48616
151871	22801
359787	6126
55211	13494
340168	1213
503645	669
503834	35943
1805	33738
23333	109160
554236	104875
349152	105453
442523	6200
283417	110288
147991	80125
286148	74128
84661	28191
1806	843316
1808	144144
1809	119260
10570	20776
56896	102249
1807	87645
165545	8100
1810	23586
55332	46296
128338	23046
10589	2137
1812	4146
1813	65803
1814	71827
1815	3437
1816	2375
4733	34848
1819	20085
644168	32023
1821	44711
1823	33620
1824	43581
1825	53450
57453	389742
1826	836159
79075	21960
259234	2488
10311	44688
10281	67349
53820	13512
84677	35060
257203	13233
92126	10133
29940	190690
1828	41086
1829	50831
1830	30971
147409	39014
79980	22024
1834	8344
1832	45043
11034	40746
25778	69205
667	496834
92675	178590
401124	65917
51514	69460
1837	398554
84062	140255
1838	296431
56986	35210
285605	152473
1840	41317
113878	44340
151636	10865
196403	5475
23220	37158
1841	11068
23399	8387
53905	35584
50506	21522
90527	12572
405753	4100
338599	47400
64118	8309
54920	56036
56931	6074
11062	14566
11221	40756
8446	17959
11266	7452
51207	14789
11072	24940
128853	25166
80824	89581
150290	15836
142679	21261
1843	3099
63904	867
56940	59298
54935	1581
78986	8776
92235	35117
285193	6017
1844	2302
1845	12852
1846	17622
574029	7502
1847	13626
1848	5266
1849	7652
1850	18788
1852	8885
1854	13382
503835	13464
1855	14140
1856	9203
1857	18303
344875	40597
143241	20774
84332	23328
54808	424322
1778	91870
1780	337816
1781	62689
51143	44953
1783	30935
79659	370437
51626	54281
8655	28651
140735	12123
83658	24574
83657	10552
6993	8269
6990	8735
1859	160785
9149	8886
8445	16661
8444	19639
8798	53094
116729	1558
8291	233609
391475	66775
161582	90479
199221	53872
22873	66504
9666	105350
1869	10908
1870	25554
1871	91835
1874	6763
1875	37364
1876	21802
144455	44329
79733	17592
1877	12254
85403	15015
55840	51346
55837	23808
124454	36621
9166	26296
1879	403998
64641	203688
253738	129041
57593	67328
10148	8343
10969	8396
84650	30813
10682	6908
11319	34427
1889	128254
9718	17009
9427	8007
1891	16372
55862	55467
55268	31302
79746	21688
1892	10916
1893	5680
1842	43294
641700	14183
51295	23218
345930	107963
1894	78588
60401	44919
128178	90644
10913	94785
1896	423386
80153	65876
23644	11447
10876	25989
64184	2544
9695	32256
55741	31972
80267	64670
8721	4217
10085	444326
1906	40731
1907	5924
1908	25577
1909	64037
1910	80046
8411	204591
8726	41036
441032	1750
1915	5282
1917	11069
1933	3335
196549	112801
1936	17981
9521	29188
1937	14295
29904	82460
1938	9407
60678	272740
80820	148286
100130771	16434
79645	26250
84288	155489
146779	46262
283229	6433
84766	139852
374786	178549
64800	284428
84455	62080
2202	58196
30008	6359
221154	111514
286097	105831
151651	68042
114327	76856
80258	197418
80303	76724
79180	20451
1942	7023
1943	18614
1944	8701
1945	5813
1946	294048
1947	13139
1948	45917
1949	6170
23167	109549
22979	117061
10278	9233
79631	132543
9343	49677
25975	63974
51162	17925
80864	3686
133584	206921
1956	192611
1950	100883
54583	58576
112398	9243
112399	26847
100126791	2398
1958	3824
1959	7171
1960	5821
1961	2619
254102	16616
23301	372609
10938	28071
30846	29712
30845	35299
30844	76624
26298	42195
1962	63425
79813	217126
10919	17939
9538	15468
23741	2039
126272	1865
163126	1454
493861	1466
84285	5672
1964	17313
9086	17443
10289	2717
10209	3783
27102	36982
5610	57855
9451	70724
440275	101476
83939	39338
1967	13280
8892	9445
8891	136200
8890	6105
8893	10288
26523	60724
27161	122250
192669	146817
192670	50260
1965	26188
8894	23934
1968	23854
8661	47147
8662	26659
728689	24304
8663	47172
8664	18311
3646	47518
8665	14515
8666	4885
8667	113693
442720	986
8668	10020
8669	25735
27335	17766
51386	40539
10480	22448
1973	6181
1974	6320
9775	12759
1975	35759
253314	15969
9470	33058
317649	79359
1978	29831
1979	24473
8637	1914
56478	55302
1977	58953
1981	20863
1982	11989
8672	370605
7458	22740
56648	20219
143244	3839
1984	5464
9669	63937
1983	10788
3692	5866
55520	20081
60528	26452
1991	5253
1994	47068
1993	160609
1995	29720
1996	155717
1997	129467
1998	119998
1999	6600
2000	46936
2001	35003
392617	81879
114794	86835
2002	15084
2004	75449
2005	24929
22936	76864
80237	4346
8178	79407
9844	596420
63916	41006
79767	4898
55531	75770
255520	29624
84173	37358
2006	42135
84337	6193
64834	4677
54898	63546
83401	4822
6785	32739
60481	81781
79071	153353
79993	92503
100131454	3003
55250	50658
55140	100921
26610	280557
64100	30522
64123	116966
133418	47107
51705	122711
2010	2287
146956	8263
197342	3492
10436	26515
129080	53701
136227	196655
11117	7788
84034	68997
90187	6856
2009	204338
24139	36233
256364	10557
27436	163195
161436	180805
400954	249441
2012	23215
2013	52176
2014	5050
2015	52901
30817	46168
84658	74743
326342	38346
2016	25742
196047	60775
2018	7101
2019	5477
2020	6702
55740	173217
10117	19353
8507	14018
23052	42799
2021	4274
8909	15756
64772	13787
2022	39761
375704	1947
219670	80300
2023	17686
2026	9117
2027	7949
58478	30587
55556	42346
55068	573846
10495	280987
2028	89130
5167	87135
5168	116319
5169	110111
22875	16699
59084	11828
133121	129167
339221	12007
2029	8376
150350	150840
953	166365
954	5954
956	41562
9583	28579
957	61410
955	32405
57089	51736
377841	7346
56943	11607
8320	6766
2033	87485
347918	42057
57634	130518
2034	89290
2036	167908
2037	235367
23136	238387
64097	277448
54566	148990
57669	166087
2035	232955
2038	28629
2039	33596
80314	111079
26122	143740
4072	17709
54749	31380
255324	9204
284656	51264
2041	18052
1969	31767
2042	374513
2043	156175
2044	350932
285220	946951
2045	179564
2046	40106
2047	665203
2048	210730
2049	20623
2050	24958
2051	16454
2052	35439
2053	106416
79852	6534
253152	33553
9852	8088
7957	353483
29924	34338
22905	99338
55040	11015
2057	7107
2056	3232
83481	21724
2058	77905
58513	116768
2060	165012
54869	12054
64787	21525
79574	13896
2059	169254
94240	105883
85465	49742
8288	12448
1833	41293
26284	6045
51752	175710
64167	43777
3266	3356
55914	155992
2064	40578
2065	23397
2066	1163085
23085	505903
26059	960162
2067	44213
2068	20810
2071	36876
2072	32211
2073	29963
54821	34362
2074	85068
1161	78624
2069	23604
2077	7567
57222	118432
51290	44628
51614	15556
2078	294522
2079	18171
90459	208037
112479	26279
79033	134228
157697	116482
27248	47593
10613	35935
11160	21795
114625	27869
57471	9099
79956	103030
2081	93327
10595	22938
56605	68919
30001	55835
121506	24510
10961	10109
23071	119815
54206	14584
405754	9236
90952	9164
114799	71455
157570	40481
2098	26444
51575	70611
11082	7726
9700	25386
339768	32947
284729	28939
83715	36591
2099	475471
2100	111924
54845	66467
80004	10207
2101	11219
2103	130492
2104	634456
80712	4895
23344	16474
57488	98580
83850	47113
54465	14772
2107	37143
2108	96116
2109	21233
2110	37522
23474	20482
55500	65520
55224	20982
2113	128832
2114	19772
2115	100196
2116	3696
440695	20789
2117	17400
2118	18497
2119	62775
2120	245785
51513	33712
132884	147140
2121	117844
2123	5212
2124	10379
115704	34758
7813	283717
51466	172814
645027	11979
2125	20461
2128	5028
344191	3855
2130	32269
161829	48346
55218	52543
54932	116366
9156	41972
55763	51438
55770	208003
90332	21834
283849	5757
11336	24114
60412	814070
10640	68398
23233	650049
54536	232663
23265	22794
149371	5099
9941	30178
5394	33256
51013	10108
23404	11134
51010	5378
54512	16587
56915	10985
118460	5162
23016	37377
11340	9241
5393	15698
23086	102083
2131	317336
2132	156322
2134	14689
2135	23039
2137	147863
2138	350671
2139	294220
2140	118327
2070	291788
346007	1987246
2145	44803
2146	76970
7430	53624
2159	26730
50848	25941
2160	24763
2161	7426
2162	176578
2165	28523
2150	16285
2151	7921
9002	3607
2149	19644
2147	20305
2152	12684
2153	74679
2155	14912
8263	1701
2157	186935
2158	32739
79152	61876
158584	367335
2166	19528
646486	65991
2168	5080
2169	4888
2170	14023
2167	4814
220832	6121
2171	4239
2172	51341
2173	34876
646480	3326
8772	4094
3992	17376
9415	51151
3995	18698
283985	16501
11124	523239
23197	61746
81889	12983
51011	14030
151313	14144
2184	34160
23017	37004
9214	18719
55179	25277
124402	6004
283991	5950
144347	26860
359845	5962
399665	40407
284611	79222
83640	4847
84923	25041
90736	18093
54491	34388
90268	55758
80039	2280
100129396	1758
11170	63493
83641	256340
81926	8709
51104	49084
58489	60311
144717	8444
150368	5194
145165	1598
83541	12564
90362	154261
642273	8263
63901	12183
374393	20230
64773	5929
91523	157060
92689	77933
10827	48788
9747	50823
285966	109436
201627	67664
414918	17986
81558	53802
150864	134788
55007	32995
79607	53126
151194	45422
25895	9927
158293	10269
23196	114427
84498	117045
54954	114960
116224	5501
159090	27666
159091	58742
219287	10772
139285	20591
205147	13659
220108	61907
79843	23409
93343	19591
89853	180211
84668	118285
285172	97953
8933	1191
26071	1259
441518	2029
653784	23356
80097	8465
116496	183476
64855	73692
199786	33454
131408	10351
9715	28904
348487	15882
388581	4770
286499	38558
257415	29632
79137	7248
54463	144058
162427	29919
57579	147770
51059	367707
84908	6091
387071	637
654412	1470
677784	1472
100124412	1470
641702	1470
285512	20314
10144	385444
51306	114052
220965	117248
25854	70586
317662	76414
389658	31393
285016	9314
338094	14347
167555	54494
285596	89271
202134	51089
653316	55896
158297	121856
283726	22112
728215	703986
27112	28182
29057	48218
728262	69307
100132403	55217
51016	3643
348378	38245
729830	261360
84067	23325
57700	78052
64760	15761
84140	53886
145483	18260
26355	28152
221303	13522
148753	88435
642968	32313
51101	53716
79696	10360
54065	13644
401565	7728
730112	2048
83648	54444
84734	1634
23201	197625
130074	45592
26049	90420
283777	77174
340069	6264
170370	2867
221061	162889
284069	10638
165215	71899
83989	496569
65990	2009
134145	24402
345757	51394
400451	116772
84142	25620
23172	34867
84141	77401
55194	2124
283635	38476
400823	34977
55719	55718
51252	110718
165186	70932
23116	112241
389558	19221
399888	2543
90050	10714
220382	3924
284800	32303
728882	37839
440585	13437
340286	1743
79632	189430
27146	152315
222234	101754
121006	69779
84070	22836
148109	3924
80013	82364
84182	120970
23359	450471
9413	67901
10712	8687
780776	60868
201158	61367
51030	25719
401145	1477901
54462	189969
80011	33650
8603	197200
54540	34775
131831	44678
220081	74536
84331	6646
348262	10930
642938	61161
100131897	119205
729085	78404
51313	48601
139231	29449
407738	554464
338811	551856
284467	8274
151647	200846
25817	262379
221786	13100
285550	38926
54757	71091
9917	50770
56975	68201
387680	65621
253725	65921
728118	13473
728130	12975
54754	10446
441457	14128
653567	48806
118670	2516
196792	30563
643161	4436
100132929	4476
221301	32106
254228	13149
441168	2407
100133121	1260
100132948	1256
284123	1129
26017	6862
54537	96990
439965	41518
414241	41504
116228	9757
9780	69882
63895	479348
60343	10098
54097	53498
10447	47518
131177	32900
85369	23064
57464	53967
340618	15784
284593	8731
131583	3154
163933	2447
404636	33902
55855	2507
55603	6951
115572	7830
54855	22341
169966	111446
158724	2578
170062	2119
442444	3298
100129583	69743
55578	50402
100130302	5159
170067	5178
81553	116375
51571	177536
9130	6513
26240	19419
152877	110258
9679	125086
51307	12172
113115	22629
56181	13036
120400	41310
120406	349426
91775	49020
54827	25624
79850	10422
83723	28603
92002	11240
339521	1230
64762	207361
57795	111532
339479	380339
58516	45634
55793	11857
54629	90642
54478	7014
79567	28363
9750	238004
140876	105896
100133172	48982
440078	20791
100132923	35407
100132103	53742
388650	128793
138311	12170
125704	28918
55026	60552
348013	57778
149647	2301
153745	4418
196472	2361
161142	40193
112703	10205
284418	8352
84691	22680
346653	30634
729533	19167
653820	16672
728833	18891
374986	99916
84895	35477
401507	5851
728495	7155
401508	7113
727830	6246
727905	6281
389730	6228
441452	9721
199870	37155
143684	21443
286336	23850
149297	111083
100288380	28153
89837	28016
145773	123893
153643	65645
151393	148457
55177	19452
51115	47302
84985	31032
222584	98776
128876	6694
81610	26689
54854	14639
113828	48580
644815	37354
286077	9846
151354	19199
157638	6055
196483	13536
85002	13330
653333	11005
55199	13726
692099	13563
375061	21296
23625	1652
51439	11413
55138	6358
441317	2966
157769	47013
137392	30977
403315	2454
339145	14150
100133036	5649
84191	21449
51647	2337
25940	15702
283742	33583
147965	5964
387742	2257
100132464	2359
171482	10588
171483	9895
171484	9176
2175	79098
2187	182392
2176	218676
2177	75495
2178	14768
2188	3290
2189	6103
55215	73286
55120	82438
57697	64960
92565	113376
2191	72788
84188	63680
55711	186516
10160	312587
9855	138556
10667	510576
2193	11232
10056	89193
356	7868
2194	19965
79675	46041
22868	30801
79072	9878
60493	13346
10922	4262
355	48630
2195	138907
2196	90730
120114	671837
79633	178014
89885	7159
2197	1504
85302	28658
54751	30420
345630	1329
2192	98252
2199	89283
10516	78291
129804	116173
2091	11937
2200	237396
2201	280336
84467	84190
2203	37130
8789	35104
57666	95037
64319	12379
54850	10261
222235	264250
144699	34940
79176	3916
146330	15353
64839	523063
80028	59384
54620	25728
84961	149893
26223	11699
283807	6045
25827	145673
26224	34567
26235	79471
26234	77163
26233	3041
23194	439616
55336	4217
26267	65488
80204	99578
201456	74491
157574	61910
115290	34341
84893	48023
23014	48480
692224	447
26263	38652
26261	18627
26260	71159
126433	25491
23219	47936
26232	6042
84085	70907
79791	65134
114907	43319
254170	36127
55030	82190
130888	91410
81545	58901
162517	11431
26273	33576
51725	36916
150726	29796
54455	105640
286151	17218
93611	8952
200933	20399
23403	22548
494188	31198
554251	7903
26272	122169
26271	13044
26270	10154
25793	24149
26269	47009
26268	43066
10517	35325
23291	148055
285231	22611
26190	36466
6468	84631
54461	4339
55294	216329
26259	121549
84261	7984
83953	12702
2204	17189
2205	24336
2207	3950
2208	13998
51077	25502
8857	71303
2209	10447
2210	9816
100132417	8990
2212	18618
2213	31411
9103	19881
2214	8978
2215	8767
2217	13767
23149	40844
115548	134481
89848	12141
9873	305939
2219	14680
2220	26444
8547	5742
115350	27885
79368	31739
115352	24504
83417	24338
83416	39156
343413	15751
84824	7330
127943	6599
2222	43736
619190	4980
2224	11918
112812	5970
2230	34936
91893	5109
2232	10497
2235	42331
55527	9539
10116	18117
56929	23870
2237	4327
80307	48825
90342	62168
654463	268074
222894	639
55612	48764
10979	93826
83706	17229
2241	450756
2242	11355
26998	17172
54738	4097
9638	53429
9637	45951
389549	10916
55079	3869
2864	922
2867	3510
2865	2385
2243	7616
2244	9827
2245	50780
221472	23417
89846	88713
121512	246527
152273	115609
55785	140718
2255	89459
2256	6639
2257	588151
2258	608162
2259	691639
8823	9889
8822	9101
8817	37979
9965	5784
2246	105892
26281	10164
26291	2806
27006	4494
8074	11485
2247	71528
2248	9448
2249	4319
2250	24429
2251	11657
2252	65533
2253	10239
2254	33428
9982	3163
83888	2930
143282	2902
26127	28276
11116	53401
2260	57696
2263	120128
2261	15579
2264	11229
53834	16968
55277	466325
2266	8674
2267	45603
10875	6450
2268	23497
114827	163723
85462	44251
2272	1504184
2273	64657
2274	80817
2275	8926
9457	56101
29109	18092
80206	482507
2271	22152
84929	36809
387758	2975
9158	4770
11153	5933
9896	134135
2277	38817
344018	13333
63979	13086
401720	30861
55137	133544
11259	281369
27145	201942
81608	84942
51024	5609
161247	1383
128486	8362
84922	8327
24147	2405
60681	10277
51303	3584
55033	16115
23307	60319
2282	2182
2280	24195
2281	34538
2286	3040
2287	19189
2288	10453
2289	154998
8468	30471
51661	17153
23770	11810
360132	23493
11328	49527
63943	1581
79147	12560
100131561	607
440888	1337
2218	97833
80308	9767
201163	30242
388698	11293
2312	23074
2313	128004
2314	14207
55056	5943
55096	1678
55701	28972
286042	16295
54508	1395
440101	63980
79667	51927
79857	1629
80094	1838
100192386	7637
401237	529407
200058	2716
148231	8422
401082	85177
497049	1462
400710	24994
146512	1979
150538	4660
401172	26851
644873	142735
285759	17255
401491	86721
284131	22969
255031	5247
649446	3265
284124	7722
168455	6798
730971	5952
283011	6628
283521	31830
729614	13932
285668	93237
439931	8452
100130417	2874
202020	31524
388685	26961
643210	1750
645784	40694
163742	1650
284085	31396
285962	33892
100192420	8583
388182	6261
401105	2265
645644	7147
441094	171964
440556	8108
646113	16829
378805	232354
389761	6570
389690	73405
347127	6490
643365	26214
389762	6594
401207	35085
392490	17566
400624	5086
400242	22245
402483	19757
399844	5193
399717	3034
283102	1827
389763	7851
375940	40951
440465	5586
2316	26107
2317	163829
2318	28868
10211	15142
2319	18394
23769	91319
23768	127056
23767	14862
2321	194782
2323	12865
2322	97313
2324	48792
28982	41088
55640	69547
84256	39335
114984	16578
342184	429221
56776	383304
752	27054
114793	314656
91010	70906
2326	37507
2327	27478
2328	26946
2329	27953
2330	41835
388714	23823
116123	21322
2331	10494
158521	45328
2332	39208
2335	75727
79672	11311
64122	15581
54874	121604
23048	166659
23360	50966
84624	102708
22862	234538
64778	362091
64838	3619
252995	10216
163479	29841
54752	9117
96459	155303
57600	139024
2339	29489
2342	75755
219595	61138
2346	63550
2348	6614
2350	5156
2352	4167
390243	3407
2354	7183
8061	8477
2355	24462
2353	3402
3169	5697
3170	4492
3171	9471
27023	3133
442425	1298
2296	3982
2303	2899
2297	2511
2306	2647
27022	2561
200350	2066
286380	2217
653427	3108
653404	2010
2298	2186
2304	3491
2301	1767
2294	4895
2295	6027
2290	3490
8928	2437
2299	3837
399823	3998
344167	5906
2302	4912
55810	22842
22887	160266
221937	89147
3607	84870
2300	4929
668	2913
2305	19494
8456	32689
3344	64996
1112	462988
121643	31428
2308	110974
2310	14685
2309	124949
4303	7683
27086	631172
93986	607445
50943	14496
116113	56003
94234	2660
283150	10203
139628	2792
55572	9089
80020	19850
2307	1301
2356	11662
8790	10490
2357	6706
2358	18505
2359	31050
80144	486946
10023	2644
23401	2232
158326	178167
341640	200090
284802	42679
2483	22358
441581	2900
100288801	20456
448831	2889
2444	169590
79981	39912
257019	342807
55691	692624
23150	372558
84978	324507
122786	241627
90167	53096
83786	26888
22844	143675
728798	18652
143162	118137
9758	902084
391059	62668
10818	109422
10817	9724
285527	282966
10129	267351
2487	33362
84075	3134
6624	13839
25794	24111
29999	8408
83856	110250
79187	19252
123722	52339
2488	4263
2492	201366
161835	185560
11167	58700
10272	6993
23105	647239
56884	780142
10468	6796
10841	20501
2495	3349
53940	808
2498	953
100130017	30178
2512	2938
94033	951
79068	417978
24140	10343
29960	8010
117246	8230
55783	8786
23070	49630
8880	35380
8939	58775
2517	23255
2519	16908
197258	25684
139341	19220
388965	1518
65991	33460
5045	14870
2521	14761
84750	165044
170384	6828
2523	7379
2524	9980
2525	8561
2526	6047
2527	4714
2528	9611
2529	1914
2530	333530
10690	199638
80199	10510
26515	3180
2395	43324
8087	70083
9513	23667
5348	5903
486	8032
5349	8506
53828	4699
53827	15146
53826	40454
53822	11047
2533	169248
79443	77921
2534	213120
84248	38043
11211	3281
8321	6893
2535	3778
7976	80063
8322	9716
7855	16017
8323	34372
8324	3850
8325	3185
8326	2342
51343	32071
50486	978
55632	60941
10146	40831
9908	81701
57818	8777
92579	5644
2538	13639
2539	16179
2548	18346
2549	137689
9846	202530
139716	76317
128954	46345
23710	10251
11345	11502
23766	2920
11337	2441
2550	30955
9568	420831
2551	37488
2553	83917
126626	55362
2554	52780
2555	146752
2556	285107
2557	74681
2558	82148
2559	16871
2560	444849
2561	259975
2562	230217
2563	11413
2564	21568
2565	88285
2566	88074
2567	570803
2568	31206
55879	21933
2569	53784
2570	60835
200959	48621
2571	47941
2572	88255
1647	3133
4616	2132
90480	4104
10912	1546
339896	168652
100132399	7385
100008586	7400
729396	7357
645051	7349
2543	9544
729447	7312
645037	7289
2574	7320
729408	7304
26749	7316
2576	528
100101629	528
2580	83054
9514	20030
64090	27465
89792	8396
79690	9373
2581	60651
2582	5155
2584	7298
2585	212124
130589	68843
2588	43232
55568	230251
63917	96671
79695	42411
114805	582255
79623	249922
2589	57265
2590	224333
2591	48764
8693	5384
11227	60835
11226	40703
51809	155156
26290	52326
50614	133217
57452	120358
117248	73645
374378	351128
168391	63523
442117	1228903
85569	9767
2587	28052
8811	6713
8484	2103
2592	4446
51083	6631
2593	4516
23193	21900
2595	80008
8139	75847
2596	97975
26330	11863
2597	3854
202309	5655
26130	105413
54433	9227
84253	169189
2617	39298
2618	38961
2619	3144
10634	6137
246176	8728
283431	54620
2620	258172
60674	4983
2621	43527
8522	288000
2622	25342
2520	3638
2623	7771
2624	13779
2625	29778
2626	83071
140628	12498
2627	32939
57798	47183
54815	123129
57459	119228
283459	17305
2628	41103
729438	66838
652968	4388
352954	84286
57704	12366
57733	126632
2630	13709
2631	35594
2629	10175
2632	271942
8729	137368
26301	10966
2633	12889
2634	19982
2635	16193
115361	17798
115362	13910
163351	24283
388646	44261
2636	18959
2637	3150
23464	9283
25801	58462
79571	4968
9648	60854
2639	24216
257144	13117
94104	37959
2642	9930
2641	9365
2643	60821
2644	3640
2646	26850
2645	46226
2729	47760
2730	25171
8521	135842
9247	8818
10985	67513
2650	65750
2651	108085
9245	10940
51301	27212
140687	34433
145781	125653
2653	14450
2638	63827
78997	33848
54332	138489
54834	66136
9615	141450
51573	20405
118425	35776
2662	13380
10220	14142
9518	7006
2657	27613
2658	5134
9573	5991
8200	21402
392255	18473
151449	12099
2661	5703
2664	6313
2665	48327
2668	27367
284161	55500
54857	10360
79153	8727
220032	85141
81544	91301
115557	7129
50628	8447
25929	50805
79833	6792
79760	15891
492303	1701
54960	27424
2669	13096
348654	35259
51608	19882
2670	12393
2671	3556
8328	46166
2672	13882
85476	51054
84340	46165
54438	129807
81577	44783
2673	67447
9945	52638
2674	216720
2675	98898
2676	22241
64096	4151
389400	75024
26088	25090
23062	46952
23163	36899
79017	8220
2677	16807
8836	23727
449520	5327
79893	44935
199720	4336
9453	17316
2678	45255
2679	18272
2687	25488
124975	3993
2686	28138
645367	6785
2681	44986
92086	4081
91227	3278
2688	1636
2689	1729
84514	5407
27069	14059
2692	15575
2691	10731
100126793	12497
51738	7281
2690	298439
2693	5165
2694	16233
64599	14743
26058	163274
170575	7671
26157	7935
55303	6583
55340	6301
474344	7273
168537	6201
155038	28765
54826	34149
9837	41098
51659	12756
64785	13676
84296	15825
10755	18390
54810	93474
126326	8063
2696	15535
2695	10042
28964	16173
9815	66576
79008	3723
84694	1651
2697	14081
2700	23075
2701	2789
2702	24928
2703	12492
81025	7518
2705	10304
2706	5468
2707	5150
127534	2587
2709	3736
10804	10433
375519	46300
10052	36376
57165	9896
349149	6354
57369	3966
125111	4085
219770	3594
2712	1867
2713	2231
256356	68065
80318	78416
56287	6340
200504	7661
2710	78114
2717	10122
89944	44450
112937	52591
79411	8846
2720	100622
113263	120284
26035	111654
2731	113262
342035	71710
2733	37600
2734	159674
2735	12666
2736	256785
2737	276260
2738	9486
256710	38726
144321	41618
11010	23109
152007	27377
148979	232938
84662	24836
169792	486567
11146	196150
2739	27220
51031	30521
392465	12076
2740	42522
9340	68655
2741	102338
2742	202514
8001	192648
441509	23001
2743	95965
51022	9649
10539	46502
51218	9664
2745	9024
27165	17470
2744	84731
144423	131645
79709	27510
23127	108066
360203	17576
55830	11599
83468	75194
80772	4139
388323	1625
51228	29596
29998	95081
29997	11512
2746	44641
2747	2484
2752	14113
92292	51676
219970	71775
389396	28155
10249	23217
644076	2275
132158	7699
84656	44829
2760	17255
64396	2866
64395	51729
2762	621805
10691	50571
26205	39499
2764	14495
9535	7684
51291	14181
2765	12050
51053	11162
29926	8098
29925	4058
51292	6620
2766	56962
8833	74590
2767	29637
2768	116203
10672	47451
9630	225243
2769	27716
2770	91350
2771	32294
2773	51580
2774	196670
2775	165955
2776	315714
149775	31985
2778	71515
2779	6086
2780	16447
346562	55212
2781	54518
54584	71651
2782	105832
10399	7009
2783	5429
2784	6471
59345	55382
10681	76292
10020	62615
2790	8621
2791	6875
55970	131992
51764	2693
54331	122669
2785	1951
2786	103069
2787	8256
2788	191475
94235	5373
2792	4698
2793	4340
2794	16217
29889	29173
54552	37070
26354	8577
10578	4560
27232	3126
8443	36763
10007	12356
132789	24839
64841	16414
79158	85460
84572	12182
2796	5782
2797	6835
114814	6328
2798	17270
2799	45957
2800	63132
55592	16952
401634	4864
2801	20171
2802	60218
2803	123610
9950	45642
